index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops
1755,AirAsia India,2020-11-01,Goa,Bhubaneswar,GOA-SUR-BHU,18:38,05:09,13h 15min,1 stop
1756,Star Air,2022-06-23,Bangalore,Surat,BAN-PUN-GOA-SUR,01:02,15:28,12h 0min,2 stops
1757,GoAir,2019-05-18,Jaipur,Guwahati,JAI-BHU-RAI-PAT-GUW,06:50,07:26,8h 30min,3 stops
1758,Star Air,2021-04-06,Kolkata,Patna,KOL-VAR-PAT,20:23,20:36,3h 0min,1 stop
1759,SpiceJet,2020-05-15,Pune,Hyderabad,PUN-KOL-HYD,05:49,05:42,3h 30min,1 stop
1760,Air India,2019-11-16,Lucknow,Bhubaneswar,LUC-RAI-BHU,17:53,21:52,3h 45min,1 stop
1761,IndiGo,2021-03-19,Raipur,Surat,RAI-SUR,02:59,22:31,13h 15min,non-stop
1762,Star Air,2023-08-10,Surat,Goa,SUR-GOA,10:33,23:52,4h 45min,non-stop
1763,SpiceJet,2023-06-05,Bangalore,Kolkata,BAN-KOL,01:19,16:12,3h 45min,non-stop
1764,Akasa Air,2022-11-11,Bangalore,Nagpur,BAN-COC-BHU-NAG,19:47,21:43,15h 0min,2 stops
1765,Star Air,2021-12-02,Jaipur,Lucknow,JAI-BAN-PAT-DEL-LUC,10:05,15:06,6h 30min,3 stops
1766,SpiceJet,2022-01-24,Kolkata,Ahmedabad,KOL-AHM,17:50,06:17,5h 45min,non-stop
1767,TruJet,2024-06-12,Pune,Chennai,PUN-SUR-NAG-AHM-CHE,18:30,20:44,12h 15min,3 stops
1768,Akasa Air,2025-11-06,Kolkata,Lucknow,KOL-LUC,10:38,08:02,4h 15min,non-stop
1769,Star Air,2021-05-24,Kolkata,Cochin,KOL-BAN-COC,17:52,21:45,15h 30min,1 stop
1770,SpiceJet,2020-03-10,Guwahati,Lucknow,GUW-PUN-LUC,19:12,18:46,11h 30min,1 stop
1771,Akasa Air,2024-08-02,Chennai,Hyderabad,CHE-BHU-PAT-COC-HYD,07:40,11:33,10h 30min,3 stops
1772,Alliance Air,2024-08-16,Raipur,Bhubaneswar,RAI-HYD-BHU,22:35,03:11,12h 30min,1 stop
1773,IndiGo,2022-12-02,Mumbai,Indore,MUM-IND,03:35,16:44,8h 15min,non-stop
1774,Air India,2025-07-08,Ahmedabad,Varanasi,AHM-VAR,10:44,17:22,9h 45min,non-stop
1775,Akasa Air,2019-09-13,Jaipur,Varanasi,JAI-COC-GOA-PUN-VAR,19:56,08:25,3h 30min,3 stops
1776,Akasa Air,2022-04-04,Bangalore,Goa,BAN-NAG-IND-GOA,23:17,03:04,7h 30min,2 stops
1777,Akasa Air,2020-08-20,Goa,Bangalore,GOA-BAN,06:11,13:22,15h 0min,non-stop
1778,GoAir,2025-01-12,Bhubaneswar,Bangalore,BHU-VAR-BAN,23:27,20:44,11h 15min,1 stop
1779,Air India,2024-04-13,Delhi,Cochin,DEL-NAG-IND-HYD-COC,04:11,01:05,6h 0min,3 stops
1780,SpiceJet,2019-10-07,Patna,Lucknow,PAT-NAG-PUN-LUC,01:04,05:31,3h 45min,2 stops
1781,TruJet,2019-06-13,Varanasi,Guwahati,VAR-LUC-GUW,10:20,11:10,8h 45min,1 stop
1782,SpiceJet,2024-01-22,Lucknow,Bangalore,LUC-SUR-NAG-GUW-BAN,03:48,20:29,13h 45min,3 stops
1783,Vistara,2021-04-08,Bangalore,Delhi,BAN-DEL,04:52,20:42,6h 45min,non-stop
1784,AirAsia India,2022-10-26,Varanasi,Ahmedabad,VAR-RAI-PUN-AHM,18:35,16:36,1h 0min,2 stops
1785,Air India,2020-09-24,Lucknow,Pune,LUC-NAG-SUR-PUN,00:58,19:36,11h 45min,2 stops
1786,Akasa Air,2021-07-06,Kolkata,Mumbai,KOL-JAI-CHE-IND-MUM,23:32,18:56,2h 0min,3 stops
1787,SpiceJet,2019-10-07,Guwahati,Patna,GUW-PAT,22:37,18:11,10h 45min,non-stop
1788,GoAir,2025-04-03,Bangalore,Varanasi,BAN-VAR,20:55,15:52,4h 30min,non-stop
1789,Air India,2024-11-16,Indore,Pune,IND-GUW-CHE-GOA-PUN,01:00,18:34,15h 45min,3 stops
1790,Air India,2024-04-07,Raipur,Kolkata,RAI-KOL,13:21,04:54,4h 15min,non-stop
1791,GoAir,2021-07-18,Varanasi,Lucknow,VAR-LUC,08:44,07:30,14h 15min,non-stop
1792,IndiGo,2020-09-03,Bhubaneswar,Jaipur,BHU-JAI,16:13,17:11,14h 30min,non-stop
1793,TruJet,2023-03-19,Cochin,Delhi,COC-SUR-MUM-GUW-DEL,10:40,15:40,5h 45min,3 stops
1794,AirAsia India,2025-09-01,Cochin,Lucknow,COC-PAT-LUC,05:51,09:55,12h 45min,1 stop
1795,Star Air,2020-03-26,Bangalore,Pune,BAN-PUN,19:59,08:49,14h 45min,non-stop
1796,TruJet,2022-03-18,Goa,Kolkata,GOA-MUM-COC-KOL,10:31,16:12,3h 15min,2 stops
1797,Star Air,2022-06-20,Ahmedabad,Guwahati,AHM-PUN-BAN-GUW,09:38,06:16,11h 15min,2 stops
1798,Alliance Air,2022-04-22,Chennai,Kolkata,CHE-IND-MUM-GOA-KOL,13:22,02:14,11h 45min,3 stops
1799,IndiGo,2021-09-08,Patna,Guwahati,PAT-JAI-GUW,22:18,11:14,3h 15min,1 stop
1800,SpiceJet,2021-10-03,Lucknow,Kolkata,LUC-DEL-KOL,10:33,21:13,7h 0min,1 stop
1801,IndiGo,2025-05-05,Indore,Hyderabad,IND-HYD,18:15,03:15,2h 0min,non-stop
1802,TruJet,2019-07-10,Ahmedabad,Indore,AHM-LUC-RAI-IND,14:10,10:39,14h 30min,2 stops
1803,Akasa Air,2025-10-12,Delhi,Patna,DEL-JAI-PAT,20:09,15:21,9h 30min,1 stop
1804,GoAir,2019-11-07,Jaipur,Bangalore,JAI-BAN,14:28,23:40,9h 0min,non-stop
1805,TruJet,2021-06-15,Guwahati,Jaipur,GUW-SUR-BAN-GOA-JAI,12:57,12:08,8h 15min,3 stops
1806,IndiGo,2021-10-01,Lucknow,Ahmedabad,LUC-HYD-CHE-AHM,09:55,04:03,3h 45min,2 stops
1807,GoAir,2022-05-14,Nagpur,Raipur,NAG-RAI,06:39,21:03,1h 0min,non-stop
1808,Star Air,2023-06-15,Bhubaneswar,Kolkata,BHU-GUW-MUM-COC-KOL,01:12,23:21,3h 15min,3 stops
1809,Alliance Air,2019-02-07,Jaipur,Lucknow,JAI-PAT-NAG-KOL-LUC,02:46,17:53,1h 15min,3 stops
1810,Akasa Air,2021-04-11,Jaipur,Guwahati,JAI-KOL-GUW,08:48,18:56,8h 30min,1 stop
1811,Star Air,2022-08-11,Nagpur,Mumbai,NAG-HYD-KOL-PAT-MUM,12:06,03:45,11h 0min,3 stops
1812,Star Air,2025-07-03,Ahmedabad,Mumbai,AHM-MUM,14:10,22:08,3h 45min,non-stop
1813,SpiceJet,2024-04-16,Jaipur,Kolkata,JAI-VAR-KOL,10:01,14:47,15h 15min,1 stop
1814,Air India,2023-05-15,Mumbai,Cochin,MUM-COC,13:29,00:05,12h 0min,non-stop
1815,AirAsia India,2022-05-26,Guwahati,Hyderabad,GUW-RAI-COC-HYD,10:27,08:28,13h 30min,2 stops
1816,SpiceJet,2022-04-16,Kolkata,Delhi,KOL-PAT-RAI-LUC-DEL,06:14,06:42,15h 15min,3 stops
1817,Air India,2019-12-23,Bangalore,Surat,BAN-IND-MUM-SUR,17:55,12:40,10h 45min,2 stops
1818,GoAir,2020-01-19,Guwahati,Varanasi,GUW-SUR-AHM-RAI-VAR,00:01,09:36,8h 30min,3 stops
1819,AirAsia India,2021-12-05,Bhubaneswar,Guwahati,BHU-SUR-GUW,06:54,13:01,13h 15min,1 stop
1820,IndiGo,2024-01-18,Jaipur,Lucknow,JAI-BHU-HYD-LUC,16:35,11:01,1h 0min,2 stops
1821,Vistara,2022-05-03,Chennai,Cochin,CHE-BAN-DEL-BHU-COC,17:10,18:32,6h 0min,3 stops
1822,SpiceJet,2023-08-02,Kolkata,Indore,KOL-IND,03:19,17:20,6h 0min,non-stop
1823,TruJet,2023-01-21,Bangalore,Indore,BAN-PAT-PUN-IND,08:44,00:14,10h 0min,2 stops
1824,IndiGo,2023-11-21,Surat,Patna,SUR-GUW-GOA-MUM-PAT,10:49,19:49,8h 0min,3 stops
1825,AirAsia India,2019-03-07,Varanasi,Indore,VAR-IND,06:01,18:54,2h 45min,non-stop
1826,Alliance Air,2024-02-18,Chennai,Ahmedabad,CHE-AHM,16:05,02:42,4h 30min,non-stop
1827,Star Air,2021-12-16,Delhi,Pune,DEL-BAN-AHM-PUN,18:23,16:15,7h 30min,2 stops
1828,Star Air,2020-05-27,Delhi,Ahmedabad,DEL-COC-AHM,18:10,05:44,10h 30min,1 stop
1829,SpiceJet,2021-02-04,Lucknow,Jaipur,LUC-DEL-RAI-SUR-JAI,03:17,05:38,2h 45min,3 stops
1830,Alliance Air,2021-02-04,Nagpur,Jaipur,NAG-JAI,21:40,01:08,1h 45min,non-stop
1831,Star Air,2019-05-04,Chennai,Indore,CHE-HYD-MUM-PAT-IND,23:14,17:16,9h 15min,3 stops
1832,IndiGo,2025-07-06,Ahmedabad,Pune,AHM-COC-BHU-GOA-PUN,09:11,12:37,15h 15min,3 stops
1833,Star Air,2019-11-17,Bhubaneswar,Hyderabad,BHU-AHM-IND-HYD,12:05,12:28,14h 0min,2 stops
1834,SpiceJet,2023-08-25,Indore,Jaipur,IND-MUM-VAR-JAI,15:28,07:11,7h 15min,2 stops
1835,Air India,2024-03-23,Surat,Mumbai,SUR-PUN-VAR-MUM,04:03,17:23,1h 0min,2 stops
1836,GoAir,2020-07-16,Guwahati,Cochin,GUW-JAI-CHE-BHU-COC,02:32,21:05,4h 0min,3 stops
1837,Air India,2022-06-02,Cochin,Indore,COC-RAI-VAR-IND,08:19,05:03,15h 45min,2 stops
1838,Air India,2024-02-26,Patna,Delhi,PAT-DEL,22:59,23:11,8h 45min,non-stop
1839,Alliance Air,2020-11-27,Cochin,Nagpur,COC-SUR-NAG,18:00,08:59,10h 0min,1 stop
1840,Akasa Air,2022-04-16,Bhubaneswar,Bangalore,BHU-PUN-BAN,15:46,08:04,13h 15min,1 stop
1841,Vistara,2022-05-23,Kolkata,Nagpur,KOL-CHE-PUN-MUM-NAG,23:36,20:28,13h 45min,3 stops
1842,SpiceJet,2024-10-16,Ahmedabad,Goa,AHM-IND-BHU-GOA,05:36,10:54,15h 45min,2 stops
1843,IndiGo,2021-10-14,Goa,Lucknow,GOA-BAN-NAG-LUC,00:59,01:53,5h 15min,2 stops
1844,Akasa Air,2025-09-27,Pune,Indore,PUN-IND,14:37,23:38,5h 45min,non-stop
1845,GoAir,2022-06-25,Nagpur,Chennai,NAG-DEL-HYD-GUW-CHE,12:56,08:36,7h 45min,3 stops
1846,SpiceJet,2025-11-21,Delhi,Patna,DEL-VAR-KOL-RAI-PAT,20:51,14:51,10h 45min,3 stops
1847,Akasa Air,2025-11-16,Pune,Raipur,PUN-RAI,17:06,02:09,11h 30min,non-stop
1848,Air India,2024-02-11,Chennai,Varanasi,CHE-LUC-KOL-PAT-VAR,14:13,07:13,10h 45min,3 stops
1849,Alliance Air,2019-01-11,Jaipur,Bhubaneswar,JAI-LUC-NAG-KOL-BHU,12:17,20:34,7h 30min,3 stops
1850,Alliance Air,2024-06-05,Guwahati,Kolkata,GUW-BAN-VAR-KOL,17:21,12:41,1h 15min,2 stops
1851,IndiGo,2020-02-24,Ahmedabad,Raipur,AHM-RAI,04:50,07:36,13h 30min,non-stop
1852,Akasa Air,2025-06-25,Ahmedabad,Lucknow,AHM-IND-NAG-LUC,08:34,12:10,4h 15min,2 stops
1853,IndiGo,2024-07-18,Cochin,Kolkata,COC-KOL,19:10,12:41,4h 15min,non-stop
1854,SpiceJet,2025-08-02,Hyderabad,Nagpur,HYD-BHU-NAG,15:21,16:09,13h 0min,1 stop
1855,GoAir,2025-10-15,Bhubaneswar,Kolkata,BHU-DEL-NAG-LUC-KOL,14:53,08:30,11h 30min,3 stops
1856,Akasa Air,2021-02-03,Nagpur,Chennai,NAG-BHU-CHE,08:14,11:12,12h 45min,1 stop
1857,AirAsia India,2025-01-09,Goa,Jaipur,GOA-JAI,02:16,06:48,9h 30min,non-stop
1858,IndiGo,2020-04-04,Raipur,Chennai,RAI-PAT-MUM-CHE,15:17,01:31,8h 15min,2 stops
1859,Akasa Air,2025-12-22,Jaipur,Pune,JAI-VAR-PUN,23:36,14:06,13h 15min,1 stop
1860,Alliance Air,2025-06-10,Varanasi,Cochin,VAR-HYD-COC,08:52,23:26,11h 0min,1 stop
1861,Air India,2020-04-22,Goa,Jaipur,GOA-JAI,11:31,08:25,6h 0min,non-stop
1862,Air India,2024-02-20,Hyderabad,Raipur,HYD-RAI,22:20,23:12,6h 30min,non-stop
1863,Vistara,2022-09-09,Varanasi,Delhi,VAR-DEL,07:43,04:15,5h 15min,non-stop
1864,Akasa Air,2024-01-16,Cochin,Hyderabad,COC-GUW-CHE-HYD,23:20,13:46,12h 30min,2 stops
1865,TruJet,2021-10-10,Indore,Bangalore,IND-COC-PAT-NAG-BAN,12:32,12:01,13h 30min,3 stops
1866,GoAir,2021-05-24,Goa,Surat,GOA-BHU-GUW-KOL-SUR,20:39,07:02,2h 15min,3 stops
1867,GoAir,2024-04-11,Hyderabad,Nagpur,HYD-LUC-PAT-NAG,03:30,15:10,1h 0min,2 stops
1868,Akasa Air,2020-01-02,Pune,Mumbai,PUN-GUW-PAT-DEL-MUM,17:16,15:38,4h 15min,3 stops
1869,SpiceJet,2022-06-25,Chennai,Nagpur,CHE-MUM-SUR-NAG,05:13,08:55,7h 45min,2 stops
1870,SpiceJet,2022-06-09,Varanasi,Lucknow,VAR-COC-MUM-LUC,06:56,12:14,4h 30min,2 stops
1871,GoAir,2024-05-16,Delhi,Mumbai,DEL-PAT-RAI-GUW-MUM,06:19,12:20,15h 0min,3 stops
1872,TruJet,2023-06-02,Kolkata,Chennai,KOL-LUC-CHE,16:30,13:08,5h 30min,1 stop
1873,AirAsia India,2019-01-07,Delhi,Cochin,DEL-PAT-CHE-VAR-COC,23:58,07:50,7h 0min,3 stops
1874,Star Air,2023-08-26,Surat,Delhi,SUR-NAG-HYD-DEL,12:50,10:00,14h 30min,2 stops
1875,GoAir,2020-03-25,Delhi,Guwahati,DEL-BHU-BAN-PUN-GUW,01:40,12:53,7h 45min,3 stops
1876,Alliance Air,2023-11-10,Nagpur,Cochin,NAG-LUC-MUM-HYD-COC,22:15,02:16,15h 45min,3 stops
1877,AirAsia India,2025-10-14,Guwahati,Bangalore,GUW-AHM-CHE-MUM-BAN,03:51,14:10,8h 15min,3 stops
1878,Air India,2020-07-10,Pune,Indore,PUN-VAR-IND,06:31,20:45,6h 15min,1 stop
1879,Star Air,2019-02-18,Lucknow,Cochin,LUC-VAR-BHU-PUN-COC,21:02,00:16,11h 15min,3 stops
1880,GoAir,2019-02-05,Varanasi,Ahmedabad,VAR-KOL-BAN-AHM,08:17,11:41,12h 30min,2 stops
1881,Alliance Air,2025-04-01,Delhi,Goa,DEL-GUW-PAT-GOA,02:38,10:07,5h 30min,2 stops
1882,Alliance Air,2023-10-27,Goa,Guwahati,GOA-GUW,08:43,01:55,2h 45min,non-stop
1883,Air India,2020-07-14,Patna,Raipur,PAT-JAI-BAN-SUR-RAI,02:11,06:22,11h 0min,3 stops
1884,Air India,2021-10-11,Chennai,Varanasi,CHE-NAG-VAR,02:40,09:48,15h 30min,1 stop
1885,TruJet,2023-12-07,Lucknow,Surat,LUC-BAN-SUR,21:42,20:28,15h 45min,1 stop
1886,GoAir,2023-10-14,Patna,Chennai,PAT-NAG-CHE,00:53,12:13,10h 45min,1 stop
1887,Alliance Air,2025-04-19,Bangalore,Varanasi,BAN-SUR-VAR,11:37,07:42,11h 30min,1 stop
1888,Vistara,2019-01-26,Kolkata,Hyderabad,KOL-HYD,10:06,19:07,7h 45min,non-stop
1889,Air India,2021-03-12,Nagpur,Chennai,NAG-BAN-CHE,04:57,11:01,11h 15min,1 stop
1890,Star Air,2022-07-02,Surat,Kolkata,SUR-CHE-KOL,13:10,06:30,2h 45min,1 stop
1891,SpiceJet,2023-03-07,Cochin,Jaipur,COC-BAN-VAR-RAI-JAI,14:55,13:42,13h 30min,3 stops
1892,TruJet,2021-02-06,Bhubaneswar,Guwahati,BHU-PAT-CHE-GUW,05:17,16:33,11h 0min,2 stops
1893,TruJet,2024-09-01,Mumbai,Ahmedabad,MUM-BHU-COC-AHM,04:47,19:11,8h 45min,2 stops
1894,Akasa Air,2023-03-04,Indore,Jaipur,IND-JAI,13:44,13:40,2h 15min,non-stop
1895,AirAsia India,2021-06-13,Nagpur,Mumbai,NAG-IND-PUN-MUM,03:38,21:49,11h 30min,2 stops
1896,Vistara,2022-05-01,Surat,Chennai,SUR-GUW-CHE,15:56,05:47,7h 0min,1 stop
1897,SpiceJet,2021-12-09,Jaipur,Bhubaneswar,JAI-LUC-BHU,11:07,02:18,10h 30min,1 stop
1898,TruJet,2023-06-24,Lucknow,Guwahati,LUC-BAN-RAI-GUW,02:03,01:21,13h 45min,2 stops
1899,Akasa Air,2022-05-18,Bhubaneswar,Ahmedabad,BHU-AHM,21:36,04:05,2h 30min,non-stop
1900,AirAsia India,2025-09-16,Goa,Delhi,GOA-BAN-IND-DEL,03:10,14:17,7h 15min,2 stops
1901,GoAir,2020-05-18,Bangalore,Cochin,BAN-GOA-COC,18:53,09:59,12h 0min,1 stop
1902,IndiGo,2020-03-19,Hyderabad,Surat,HYD-SUR,08:20,09:08,2h 15min,non-stop
1903,GoAir,2021-05-17,Lucknow,Pune,LUC-PUN,18:07,13:25,8h 0min,non-stop
1904,TruJet,2025-06-08,Indore,Hyderabad,IND-LUC-NAG-SUR-HYD,07:19,19:12,15h 45min,3 stops
1905,Star Air,2021-05-08,Kolkata,Bhubaneswar,KOL-BHU,22:37,15:34,3h 45min,non-stop
1906,TruJet,2021-04-23,Raipur,Varanasi,RAI-MUM-BHU-VAR,02:14,01:46,8h 30min,2 stops
1907,Vistara,2019-05-16,Hyderabad,Lucknow,HYD-LUC,21:56,15:48,10h 15min,non-stop
1908,AirAsia India,2019-07-01,Jaipur,Varanasi,JAI-CHE-KOL-GUW-VAR,09:17,08:29,6h 15min,3 stops
1909,Alliance Air,2024-07-03,Indore,Pune,IND-GOA-COC-AHM-PUN,02:24,03:45,6h 45min,3 stops
1910,Alliance Air,2021-07-25,Lucknow,Pune,LUC-HYD-GOA-PUN,15:50,18:34,1h 15min,2 stops
1911,TruJet,2022-02-15,Chennai,Cochin,CHE-VAR-LUC-COC,23:55,05:43,2h 15min,2 stops
1912,Air India,2020-12-09,Lucknow,Bhubaneswar,LUC-BHU,20:20,19:27,3h 30min,non-stop
1913,AirAsia India,2025-11-02,Bhubaneswar,Mumbai,BHU-RAI-VAR-MUM,03:34,00:29,15h 15min,2 stops
1914,Star Air,2024-10-28,Bangalore,Cochin,BAN-BHU-COC,11:09,04:44,2h 45min,1 stop
1915,GoAir,2021-03-09,Jaipur,Pune,JAI-KOL-IND-COC-PUN,15:42,13:46,11h 15min,3 stops
1916,SpiceJet,2024-08-05,Surat,Delhi,SUR-GOA-DEL,04:27,21:33,1h 30min,1 stop
1917,IndiGo,2022-11-08,Delhi,Guwahati,DEL-PAT-IND-LUC-GUW,23:08,02:42,10h 0min,3 stops
1918,Air India,2019-01-22,Jaipur,Raipur,JAI-BHU-VAR-DEL-RAI,21:11,18:48,12h 45min,3 stops
1919,Air India,2022-02-27,Raipur,Bhubaneswar,RAI-BHU,03:57,15:57,6h 15min,non-stop
1920,GoAir,2021-01-11,Cochin,Delhi,COC-GUW-GOA-DEL,16:55,17:47,11h 45min,2 stops
1921,TruJet,2019-04-13,Cochin,Surat,COC-SUR,00:40,05:43,9h 15min,non-stop
1922,Air India,2021-01-25,Lucknow,Nagpur,LUC-BAN-BHU-NAG,02:33,09:03,3h 15min,2 stops
1923,Star Air,2024-01-07,Indore,Nagpur,IND-PAT-VAR-CHE-NAG,00:58,02:46,3h 15min,3 stops
1924,AirAsia India,2021-09-28,Nagpur,Chennai,NAG-AHM-COC-CHE,11:24,05:46,9h 30min,2 stops
1925,GoAir,2025-02-06,Pune,Bangalore,PUN-BAN,07:36,14:08,11h 45min,non-stop
1926,GoAir,2024-01-03,Hyderabad,Kolkata,HYD-COC-KOL,04:44,03:35,8h 45min,1 stop
1927,Alliance Air,2019-07-22,Hyderabad,Lucknow,HYD-SUR-GUW-LUC,12:06,17:18,7h 45min,2 stops
1928,Vistara,2019-02-28,Mumbai,Chennai,MUM-IND-CHE,16:00,18:13,8h 45min,1 stop
1929,TruJet,2023-10-11,Hyderabad,Varanasi,HYD-NAG-LUC-PAT-VAR,14:17,01:27,10h 30min,3 stops
1930,SpiceJet,2019-01-27,Cochin,Delhi,COC-DEL,07:18,10:44,11h 30min,non-stop
1931,Air India,2020-05-22,Nagpur,Pune,NAG-HYD-MUM-PUN,04:56,22:19,7h 0min,2 stops
1932,IndiGo,2024-01-26,Indore,Raipur,IND-HYD-RAI,04:48,03:17,8h 0min,1 stop
1933,GoAir,2023-07-02,Chennai,Nagpur,CHE-VAR-IND-RAI-NAG,09:08,20:45,4h 15min,3 stops
1934,Air India,2025-07-05,Kolkata,Goa,KOL-GOA,15:36,15:40,3h 30min,non-stop
1935,Vistara,2020-08-09,Mumbai,Pune,MUM-IND-KOL-PUN,19:05,13:34,13h 45min,2 stops
1936,GoAir,2019-12-07,Hyderabad,Chennai,HYD-BAN-CHE,20:34,14:44,12h 30min,1 stop
1937,Vistara,2024-10-02,Goa,Nagpur,GOA-MUM-SUR-NAG,13:10,12:04,12h 15min,2 stops
1938,AirAsia India,2025-04-08,Goa,Chennai,GOA-CHE,11:23,14:59,9h 30min,non-stop
1939,AirAsia India,2024-05-07,Ahmedabad,Surat,AHM-BHU-COC-MUM-SUR,16:05,04:08,1h 0min,3 stops
1940,IndiGo,2020-04-21,Lucknow,Bangalore,LUC-MUM-KOL-BAN,04:18,19:21,2h 45min,2 stops
1941,Air India,2020-11-10,Mumbai,Kolkata,MUM-DEL-AHM-KOL,15:10,07:04,8h 0min,2 stops
1942,AirAsia India,2022-12-09,Indore,Kolkata,IND-AHM-BAN-JAI-KOL,10:45,16:18,10h 45min,3 stops
1943,Akasa Air,2024-08-15,Varanasi,Guwahati,VAR-GUW,13:19,14:14,9h 0min,non-stop
1944,Star Air,2019-11-28,Chennai,Mumbai,CHE-MUM,19:57,03:25,3h 30min,non-stop
1945,TruJet,2022-06-24,Lucknow,Cochin,LUC-COC,08:58,00:39,11h 45min,non-stop
1946,Star Air,2020-05-10,Surat,Lucknow,SUR-RAI-COC-LUC,15:25,17:10,12h 45min,2 stops
1947,Star Air,2021-01-06,Patna,Bhubaneswar,PAT-BHU,03:02,01:36,11h 45min,non-stop
1948,Vistara,2020-05-10,Jaipur,Mumbai,JAI-PAT-MUM,14:32,06:23,11h 30min,1 stop
1949,TruJet,2023-10-28,Pune,Goa,PUN-RAI-GOA,03:22,17:57,8h 15min,1 stop
1950,Star Air,2021-06-07,Delhi,Cochin,DEL-PAT-COC,13:44,08:32,8h 15min,1 stop
1951,Star Air,2025-11-08,Mumbai,Surat,MUM-PUN-CHE-KOL-SUR,03:43,04:08,6h 30min,3 stops
1952,IndiGo,2022-03-24,Cochin,Chennai,COC-PAT-NAG-MUM-CHE,07:49,07:02,12h 30min,3 stops
1953,TruJet,2023-10-22,Jaipur,Mumbai,JAI-MUM,22:06,17:28,11h 30min,non-stop
1954,Akasa Air,2025-05-20,Bangalore,Surat,BAN-COC-GOA-SUR,19:30,01:24,2h 30min,2 stops
1955,Vistara,2019-11-25,Indore,Guwahati,IND-AHM-JAI-KOL-GUW,15:18,09:47,11h 45min,3 stops
1956,Vistara,2021-10-16,Guwahati,Lucknow,GUW-VAR-JAI-LUC,15:24,20:39,2h 15min,2 stops
1957,Star Air,2020-09-09,Bangalore,Raipur,BAN-DEL-NAG-RAI,03:14,06:20,1h 15min,2 stops
1958,Star Air,2022-11-09,Kolkata,Lucknow,KOL-LUC,20:28,17:29,10h 0min,non-stop
1959,IndiGo,2024-10-05,Goa,Ahmedabad,GOA-AHM,11:50,01:34,6h 45min,non-stop
1960,Vistara,2019-02-28,Hyderabad,Surat,HYD-NAG-GUW-PAT-SUR,16:23,01:41,5h 45min,3 stops
1961,Star Air,2020-08-21,Nagpur,Mumbai,NAG-DEL-JAI-MUM,13:02,02:13,1h 0min,2 stops
1962,SpiceJet,2019-02-28,Goa,Bhubaneswar,GOA-SUR-PUN-BHU,12:47,20:14,15h 0min,2 stops
1963,AirAsia India,2024-09-21,Kolkata,Surat,KOL-NAG-RAI-CHE-SUR,01:06,10:05,15h 15min,3 stops
1964,Alliance Air,2025-06-05,Bhubaneswar,Goa,BHU-SUR-GOA,11:51,12:42,2h 0min,1 stop
1965,TruJet,2021-04-01,Guwahati,Delhi,GUW-SUR-PUN-DEL,18:22,16:24,4h 45min,2 stops
1966,Star Air,2022-03-16,Lucknow,Surat,LUC-SUR,09:19,01:30,14h 15min,non-stop
1967,Vistara,2021-09-24,Lucknow,Indore,LUC-GOA-MUM-NAG-IND,23:55,13:11,1h 45min,3 stops
1968,SpiceJet,2022-09-04,Raipur,Indore,RAI-KOL-COC-IND,22:50,04:40,7h 30min,2 stops
1969,SpiceJet,2019-09-07,Ahmedabad,Indore,AHM-IND,22:06,02:06,11h 45min,non-stop
1970,AirAsia India,2020-09-15,Lucknow,Mumbai,LUC-JAI-MUM,03:23,01:00,5h 45min,1 stop
1971,Alliance Air,2023-10-20,Patna,Bhubaneswar,PAT-DEL-PUN-MUM-BHU,12:09,08:19,10h 30min,3 stops
1972,Star Air,2025-03-11,Mumbai,Surat,MUM-CHE-BHU-PUN-SUR,11:19,15:19,7h 30min,3 stops
1973,Air India,2020-09-26,Lucknow,Surat,LUC-KOL-CHE-SUR,13:07,20:09,2h 30min,2 stops
1974,Vistara,2019-08-12,Ahmedabad,Delhi,AHM-RAI-LUC-MUM-DEL,13:05,18:03,10h 45min,3 stops
1975,AirAsia India,2021-03-06,Pune,Lucknow,PUN-LUC,12:41,15:31,1h 0min,non-stop
1976,Vistara,2022-06-03,Mumbai,Goa,MUM-NAG-DEL-GOA,12:17,18:58,5h 30min,2 stops
1977,TruJet,2019-06-09,Bhubaneswar,Cochin,BHU-RAI-PAT-COC,05:32,04:16,1h 0min,2 stops
1978,AirAsia India,2023-07-28,Bhubaneswar,Nagpur,BHU-MUM-KOL-NAG,18:40,23:38,4h 30min,2 stops
1979,SpiceJet,2024-03-25,Kolkata,Patna,KOL-DEL-BHU-PAT,08:43,13:43,15h 0min,2 stops
1980,TruJet,2020-12-22,Nagpur,Ahmedabad,NAG-CHE-AHM,21:30,20:34,9h 45min,1 stop
1981,Air India,2022-12-09,Kolkata,Ahmedabad,KOL-JAI-AHM,04:02,22:56,10h 0min,1 stop
1982,Vistara,2024-05-18,Varanasi,Surat,VAR-GUW-PAT-SUR,19:55,04:36,2h 0min,2 stops
1983,SpiceJet,2019-10-22,Patna,Pune,PAT-PUN,12:30,12:06,13h 15min,non-stop
1984,TruJet,2020-10-13,Raipur,Indore,RAI-IND,16:04,20:07,12h 15min,non-stop
1985,SpiceJet,2023-08-16,Bangalore,Mumbai,BAN-MUM,15:27,08:26,2h 30min,non-stop
1986,Vistara,2024-06-09,Cochin,Mumbai,COC-BHU-MUM,12:10,01:51,12h 0min,1 stop
1987,IndiGo,2025-11-01,Guwahati,Goa,GUW-GOA,07:56,23:48,2h 30min,non-stop
